Longitude(deg)	Lattitude(deg)	Alttitude(km)
99.9886	55.3062	61.7444
99.9789	55.3129	61.9454
99.9691	55.3196	62.1465
99.9593	55.3263	62.3478
99.9495	55.333	62.5492
99.9398	55.3397	62.7508
99.93	55.3464	62.9525
99.9202	55.3531	63.1544
99.9104	55.3598	63.3564
99.9006	55.3665	63.5586
99.8908	55.3732	63.7609
99.881	55.3799	63.9634
99.8712	55.3866	64.166
99.8614	55.3933	64.3688
99.8516	55.4	64.5717
99.8418	55.4067	64.7748
99.832	55.4134	64.978
99.8222	55.4201	65.1814
99.8123	55.4268	65.3849
99.8025	55.4335	65.5885
99.7927	55.4402	65.7923
99.7829	55.4468	65.9963
99.7731	55.4535	66.2004
99.7632	55.4602	66.4047
99.7534	55.4669	66.6091
99.7436	55.4736	66.8136
99.7337	55.4803	67.0183
99.7239	55.4869	67.2232
99.714	55.4936	67.4282
99.7042	55.5003	67.6333
99.6943	55.507	67.8386
99.6845	55.5136	68.0441
99.6746	55.5203	68.2497
99.6648	55.527	68.4554
99.6549	55.5337	68.6613
99.645	55.5403	68.8673
99.6352	55.547	69.0735
99.6253	55.5537	69.2799
99.6154	55.5603	69.4864
99.6056	55.567	69.693
99.5957	55.5737	69.8998
99.5858	55.5803	70.1067
99.5759	55.587	70.3138
99.566	55.5936	70.521
99.5561	55.6003	70.7284
99.5463	55.6069	70.9359
99.5364	55.6136	71.1436
99.5265	55.6203	71.3514
99.5166	55.6269	71.5594
99.5067	55.6336	71.7675
99.4968	55.6402	71.9758
99.4869	55.6469	72.1842
99.4769	55.6535	72.3927
99.467	55.6602	72.6015
99.4571	55.6668	72.8103
100.431	54.9993	55.4719
100.421	55.0061	55.6746
100.412	55.0128	55.8775
100.402	55.0196	56.0805
100.392	55.0263	56.2837
100.383	55.0331	56.487
100.373	55.0398	56.6905
100.363	55.0466	56.8942
100.354	55.0533	57.0979
100.344	55.06	57.3019
100.334	55.0668	57.5059
100.325	55.0735	57.7102
100.315	55.0802	57.9145
100.305	55.087	58.1191
100.296	55.0937	58.3237
100.286	55.1005	58.5285
100.276	55.1072	58.7335
100.267	55.1139	58.9386
100.257	55.1206	59.1439
100.247	55.1274	59.3493
100.238	55.1341	59.5549
100.228	55.1408	59.7606
100.218	55.1475	59.9665
100.209	55.1543	60.1725
100.199	55.161	60.3786
100.189	55.1677	60.5849
100.18	55.1744	60.7914
100.17	55.1812	60.998
100.16	55.1879	61.2048
100.151	55.1946	61.4117
100.141	55.2013	61.6187
100.131	55.208	61.8259
100.121	55.2147	62.0333
100.112	55.2214	62.2408
100.102	55.2281	62.4484
100.092	55.2349	62.6562
100.083	55.2416	62.8641
100.073	55.2483	63.0722
100.063	55.255	63.2805
100.053	55.2617	63.4889
100.044	55.2684	63.6974
100.034	55.2751	63.9061
100.024	55.2818	64.1149
100.014	55.2885	64.3239
100.005	55.2952	64.533
99.9949	55.3019	64.7423
99.9852	55.3086	64.9517
99.9754	55.3153	65.1613
99.9657	55.322	65.371
99.9559	55.3287	65.5809
99.9462	55.3353	65.7909
99.9364	55.342	66.0011
99.9266	55.3487	66.2114
99.9169	55.3554	66.4219
99.9071	55.3621	66.6325
99.8973	55.3688	66.8433
99.8875	55.3755	67.0542
99.8778	55.3821	67.2652
99.868	55.3888	67.4764
99.8582	55.3955	67.6878
99.8484	55.4022	67.8993
99.8386	55.4089	68.1109
99.8289	55.4155	68.3227
99.8191	55.4222	68.5347
99.8093	55.4289	68.7468
99.7995	55.4356	68.959
99.7897	55.4422	69.1714
100.742	54.7794	51.4049
100.733	54.7862	51.6113
100.723	54.7929	51.8179
100.714	54.7997	52.0246
100.704	54.8065	52.2315
100.695	54.8132	52.4385
100.685	54.82	52.6457
100.676	54.8268	52.853
100.666	54.8335	53.0605
100.656	54.8403	53.2681
100.647	54.8471	53.4759
100.637	54.8538	53.6838
100.628	54.8606	53.8919
100.618	54.8673	54.1001
100.609	54.8741	54.3085
100.599	54.8808	54.517
100.59	54.8876	54.7256
100.58	54.8944	54.9344
100.57	54.9011	55.1434
100.561	54.9079	55.3525
100.551	54.9146	55.5618
100.542	54.9214	55.7712
100.532	54.9281	55.9807
100.523	54.9349	56.1904
100.513	54.9416	56.4003
100.503	54.9483	56.6103
100.494	54.9551	56.8204
100.484	54.9618	57.0307
100.475	54.9686	57.2412
100.465	54.9753	57.4518
100.455	54.9821	57.6625
100.446	54.9888	57.8734
100.436	54.9955	58.0845
100.427	55.0023	58.2956
100.417	55.009	58.507
100.407	55.0157	58.7185
100.398	55.0225	58.9301
100.388	55.0292	59.1419
100.379	55.0359	59.3538
100.369	55.0426	59.5659
100.359	55.0494	59.7781
100.35	55.0561	59.9905
100.34	55.0628	60.203
100.33	55.0695	60.4157
100.321	55.0763	60.6285
100.311	55.083	60.8415
100.302	55.0897	61.0546
100.292	55.0964	61.2679
100.282	55.1031	61.4813
100.273	55.1099	61.6948
100.263	55.1166	61.9085
100.253	55.1233	62.1224
100.244	55.13	62.3364
100.234	55.1367	62.5506
100.224	55.1434	62.7649
100.215	55.1501	62.9793
100.205	55.1568	63.1939
100.195	55.1635	63.4087
100.186	55.1702	63.6236
100.176	55.1769	63.8386
100.166	55.1836	64.0538
100.157	55.1903	64.2691
100.147	55.197	64.4846
100.137	55.2037	64.7003
100.128	55.2104	64.916
100.118	55.2171	65.132
100.108	55.2238	65.348
101.05	54.559	46.9444
101.04	54.5658	47.1545
101.031	54.5726	47.3648
101.021	54.5794	47.5753
101.012	54.5862	47.7858
101.003	54.593	47.9966
100.993	54.5998	48.2074
100.984	54.6066	48.4185
100.974	54.6133	48.6296
100.965	54.6201	48.841
100.955	54.6269	49.0524
100.946	54.6337	49.264
100.937	54.6405	49.4758
100.927	54.6473	49.6877
100.918	54.654	49.8998
100.908	54.6608	50.112
100.899	54.6676	50.3244
100.889	54.6744	50.5369
100.88	54.6812	50.7495
100.87	54.6879	50.9623
100.861	54.6947	51.1753
100.851	54.7015	51.3884
100.842	54.7082	51.6017
100.832	54.715	51.8151
100.823	54.7218	52.0286
100.814	54.7286	52.2423
100.804	54.7353	52.4562
100.795	54.7421	52.6701
100.785	54.7489	52.8843
100.776	54.7556	53.0986
100.766	54.7624	53.313
100.757	54.7691	53.5276
100.747	54.7759	53.7424
100.738	54.7827	53.9572
100.728	54.7894	54.1723
100.719	54.7962	54.3875
100.709	54.8029	54.6028
100.7	54.8097	54.8183
100.69	54.8164	55.0339
100.681	54.8232	55.2497
100.671	54.8299	55.4656
100.662	54.8367	55.6817
100.652	54.8434	55.8979
100.642	54.8502	56.1142
100.633	54.8569	56.3308
100.623	54.8637	56.5474
100.614	54.8704	56.7642
100.604	54.8771	56.9812
100.595	54.8839	57.1983
100.585	54.8906	57.4156
100.576	54.8974	57.633
100.566	54.9041	57.8505
100.557	54.9108	58.0682
100.547	54.9176	58.2861
100.538	54.9243	58.5041
100.528	54.931	58.7222
100.518	54.9378	58.9405
100.509	54.9445	59.1589
100.499	54.9512	59.3775
100.49	54.9579	59.5963
100.48	54.9647	59.8151
100.471	54.9714	60.0342
100.461	54.9781	60.2534
100.451	54.9848	60.4727
100.442	54.9916	60.6922
100.432	54.9983	60.9118
100.423	55.005	61.1315
101.353	54.3382	42.0907
101.344	54.345	42.3046
101.335	54.3519	42.5185
101.326	54.3587	42.7327
101.316	54.3655	42.947
101.307	54.3723	43.1614
101.298	54.3791	43.376
101.288	54.3859	43.5907
101.279	54.3928	43.8056
101.27	54.3996	44.0206
101.26	54.4064	44.2358
101.251	54.4132	44.4511
101.242	54.42	44.6666
101.232	54.4268	44.8822
101.223	54.4336	45.098
101.213	54.4404	45.3139
101.204	54.4472	45.53
101.195	54.454	45.7462
101.185	54.4608	45.9625
101.176	54.4676	46.1791
101.167	54.4744	46.3957
101.157	54.4812	46.6125
101.148	54.488	46.8295
101.139	54.4948	47.0466
101.129	54.5016	47.2638
101.12	54.5084	47.4812
101.11	54.5151	47.6988
101.101	54.5219	47.9165
101.092	54.5287	48.1343
101.082	54.5355	48.3523
101.073	54.5423	48.5705
101.064	54.5491	48.7888
101.054	54.5559	49.0072
101.045	54.5626	49.2258
101.035	54.5694	49.4445
101.026	54.5762	49.6634
101.017	54.583	49.8824
101.007	54.5898	50.1016
100.998	54.5965	50.3209
100.988	54.6033	50.5404
100.979	54.6101	50.76
100.969	54.6168	50.9798
100.96	54.6236	51.1997
100.951	54.6304	51.4198
100.941	54.6372	51.64
100.932	54.6439	51.8604
100.922	54.6507	52.0809
100.913	54.6575	52.3015
100.903	54.6642	52.5224
100.894	54.671	52.7433
100.885	54.6777	52.9644
100.875	54.6845	53.1857
100.866	54.6913	53.4071
100.856	54.698	53.6286
100.847	54.7048	53.8503
100.837	54.7115	54.0721
100.828	54.7183	54.2941
100.818	54.725	54.5163
100.809	54.7318	54.7386
100.8	54.7385	54.961
100.79	54.7453	55.1836
100.781	54.752	55.4063
100.771	54.7588	55.6292
100.762	54.7655	55.8522
100.752	54.7723	56.0754
100.743	54.779	56.2987
100.733	54.7858	56.5222
101.653	54.1171	36.8441
101.644	54.1239	37.0616
101.635	54.1308	37.2793
101.626	54.1376	37.4972
101.617	54.1444	37.7152
101.607	54.1513	37.9333
101.598	54.1581	38.1516
101.589	54.1649	38.37
101.58	54.1718	38.5886
101.57	54.1786	38.8074
101.561	54.1854	39.0262
101.552	54.1923	39.2453
101.543	54.1991	39.4645
101.533	54.2059	39.6838
101.524	54.2128	39.9033
101.515	54.2196	40.1229
101.506	54.2264	40.3427
101.496	54.2332	40.5626
101.487	54.2401	40.7827
101.478	54.2469	41.0029
101.469	54.2537	41.2233
101.459	54.2605	41.4438
101.45	54.2673	41.6644
101.441	54.2741	41.8853
101.432	54.281	42.1062
101.422	54.2878	42.3273
101.413	54.2946	42.5486
101.404	54.3014	42.77
101.394	54.3082	42.9915
101.385	54.315	43.2132
101.376	54.3218	43.4351
101.367	54.3286	43.6571
101.357	54.3354	43.8792
101.348	54.3422	44.1015
101.339	54.349	44.324
101.329	54.3559	44.5466
101.32	54.3627	44.7693
101.311	54.3695	44.9922
101.301	54.3762	45.2152
101.292	54.383	45.4384
101.283	54.3898	45.6617
101.274	54.3966	45.8852
101.264	54.4034	46.1088
101.255	54.4102	46.3326
101.246	54.417	46.5565
101.236	54.4238	46.7806
101.227	54.4306	47.0048
101.218	54.4374	47.2292
101.208	54.4442	47.4537
101.199	54.451	47.6784
101.19	54.4577	47.9032
101.18	54.4645	48.1281
101.171	54.4713	48.3532
101.162	54.4781	48.5785
101.152	54.4849	48.8039
101.143	54.4916	49.0294
101.134	54.4984	49.2551
101.124	54.5052	49.481
101.115	54.512	49.7069
101.105	54.5187	49.9331
101.096	54.5255	50.1594
101.087	54.5323	50.3858
101.077	54.5391	50.6124
101.068	54.5458	50.8391
101.059	54.5526	51.066
101.049	54.5594	51.293
101.95	53.8956	31.2047
101.941	53.9024	31.426
101.931	53.9093	31.6474
101.922	53.9162	31.869
101.913	53.923	32.0907
101.904	53.9299	32.3125
101.895	53.9367	32.5345
101.886	53.9436	32.7567
101.877	53.9505	32.979
101.868	53.9573	33.2014
101.858	53.9642	33.424
101.849	53.971	33.6468
101.84	53.9779	33.8697
101.831	53.9847	34.0927
101.822	53.9916	34.3159
101.813	53.9984	34.5393
101.803	54.0053	34.7628
101.794	54.0121	34.9864
101.785	54.019	35.2102
101.776	54.0258	35.4341
101.767	54.0326	35.6582
101.758	54.0395	35.8824
101.748	54.0463	36.1068
101.739	54.0532	36.3313
101.73	54.06	36.556
101.721	54.0668	36.7808
101.712	54.0737	37.0058
101.703	54.0805	37.2309
101.693	54.0873	37.4562
101.684	54.0942	37.6816
101.675	54.101	37.9072
101.666	54.1078	38.1329
101.657	54.1147	38.3587
101.647	54.1215	38.5848
101.638	54.1283	38.8109
101.629	54.1351	39.0372
101.62	54.142	39.2637
101.611	54.1488	39.4903
101.601	54.1556	39.717
101.592	54.1624	39.9439
101.583	54.1692	40.1709
101.574	54.1761	40.3981
101.565	54.1829	40.6255
101.555	54.1897	40.8529
101.546	54.1965	41.0806
101.537	54.2033	41.3084
101.528	54.2101	41.5363
101.518	54.2169	41.7644
101.509	54.2238	41.9926
101.5	54.2306	42.221
101.491	54.2374	42.4495
101.482	54.2442	42.6781
101.472	54.251	42.907
101.463	54.2578	43.1359
101.454	54.2646	43.365
101.445	54.2714	43.5943
101.435	54.2782	43.8237
101.426	54.285	44.0532
101.417	54.2918	44.2829
101.408	54.2986	44.5128
101.398	54.3054	44.7428
101.389	54.3122	44.9729
101.38	54.319	45.2032
101.37	54.3258	45.4336
101.361	54.3325	45.6642
101.352	54.3393	45.895
102.251	53.6669	24.9481
102.242	53.6737	25.1729
102.233	53.6806	25.3979
102.224	53.6875	25.6231
102.215	53.6944	25.8483
102.206	53.7013	26.0738
102.197	53.7082	26.2993
102.188	53.715	26.5251
102.179	53.7219	26.751
102.17	53.7288	26.977
102.161	53.7357	27.2032
102.152	53.7426	27.4295
102.143	53.7494	27.6559
102.134	53.7563	27.8826
102.125	53.7632	28.1093
102.116	53.7701	28.3362
102.107	53.7769	28.5633
102.098	53.7838	28.7905
102.089	53.7907	29.0179
102.08	53.7975	29.2454
102.07	53.8044	29.473
102.061	53.8113	29.7008
102.052	53.8181	29.9288
102.043	53.825	30.1569
102.034	53.8319	30.3851
102.025	53.8387	30.6135
102.016	53.8456	30.8421
102.007	53.8524	31.0708
101.998	53.8593	31.2996
101.989	53.8661	31.5286
101.98	53.873	31.7577
101.971	53.8798	31.987
101.961	53.8867	32.2164
101.952	53.8936	32.446
101.943	53.9004	32.6757
101.934	53.9073	32.9056
101.925	53.9141	33.1356
101.916	53.9209	33.3658
101.907	53.9278	33.5961
101.898	53.9346	33.8266
101.889	53.9415	34.0572
101.88	53.9483	34.2879
101.87	53.9552	34.5188
101.861	53.962	34.7499
101.852	53.9688	34.9811
101.843	53.9757	35.2124
101.834	53.9825	35.4439
101.825	53.9893	35.6756
101.816	53.9962	35.9074
101.807	54.003	36.1393
101.797	54.0098	36.3714
101.788	54.0167	36.6036
101.779	54.0235	36.836
101.77	54.0303	37.0685
101.761	54.0372	37.3012
101.752	54.044	37.534
101.743	54.0508	37.767
101.733	54.0576	38.0001
101.724	54.0644	38.2334
101.715	54.0713	38.4668
101.706	54.0781	38.7004
101.697	54.0849	38.9341
101.688	54.0917	39.1679
101.678	54.0985	39.4019
101.669	54.1053	39.6361
101.66	54.1122	39.8704
101.651	54.119	40.1048
102.54	53.4447	18.5204
102.531	53.4516	18.749
102.522	53.4585	18.9777
102.513	53.4654	19.2066
102.505	53.4723	19.4356
102.496	53.4792	19.6648
102.487	53.4861	19.8941
102.478	53.493	20.1235
102.469	53.4999	20.3531
102.46	53.5068	20.5829
102.451	53.5137	20.8128
102.442	53.5206	21.0428
102.433	53.5275	21.273
102.424	53.5344	21.5034
102.415	53.5413	21.7339
102.406	53.5482	21.9645
102.397	53.5551	22.1953
102.388	53.562	22.4262
102.379	53.5689	22.6573
102.37	53.5758	22.8885
102.361	53.5827	23.1199
102.352	53.5896	23.3514
102.343	53.5965	23.5831
102.334	53.6033	23.8149
102.325	53.6102	24.0469
102.316	53.6171	24.279
102.307	53.624	24.5113
102.298	53.6309	24.7437
102.289	53.6377	24.9763
102.28	53.6446	25.209
102.271	53.6515	25.4418
102.262	53.6584	25.6748
102.253	53.6653	25.908
102.244	53.6721	26.1413
102.235	53.679	26.3747
102.226	53.6859	26.6083
102.217	53.6927	26.8421
102.208	53.6996	27.076
102.199	53.7065	27.31
102.19	53.7133	27.5442
102.181	53.7202	27.7785
102.172	53.7271	28.013
102.163	53.7339	28.2476
102.154	53.7408	28.4824
102.145	53.7477	28.7173
102.136	53.7545	28.9524
102.127	53.7614	29.1876
102.118	53.7682	29.423
102.109	53.7751	29.6585
102.1	53.7819	29.8942
102.091	53.7888	30.13
102.082	53.7956	30.3659
102.073	53.8025	30.602
102.064	53.8093	30.8383
102.055	53.8162	31.0747
102.046	53.823	31.3112
102.037	53.8299	31.5479
102.028	53.8367	31.7847
102.019	53.8436	32.0217
102.01	53.8504	32.2589
102.001	53.8573	32.4961
101.991	53.8641	32.7336
101.982	53.8709	32.9711
101.973	53.8778	33.2089
101.964	53.8846	33.4467
101.955	53.8915	33.6848
102.826	53.2222	11.701
102.817	53.2292	11.9333
102.808	53.2361	12.1657
102.799	53.243	12.3983
102.79	53.25	12.6311
102.781	53.2569	12.8639
102.773	53.2638	13.097
102.764	53.2707	13.3302
102.755	53.2777	13.5635
102.746	53.2846	13.797
102.737	53.2915	14.0306
102.728	53.2984	14.2644
102.719	53.3054	14.4983
102.711	53.3123	14.7324
102.702	53.3192	14.9666
102.693	53.3261	15.201
102.684	53.333	15.4355
102.675	53.3399	15.6702
102.666	53.3469	15.905
102.657	53.3538	16.14
102.648	53.3607	16.3751
102.64	53.3676	16.6103
102.631	53.3745	16.8457
102.622	53.3814	17.0813
102.613	53.3883	17.317
102.604	53.3952	17.5528
102.595	53.4021	17.7888
102.586	53.409	18.025
102.577	53.4159	18.2613
102.568	53.4228	18.4977
102.56	53.4297	18.7343
102.551	53.4366	18.971
102.542	53.4435	19.2079
102.533	53.4504	19.4449
102.524	53.4573	19.6821
102.515	53.4642	19.9194
102.506	53.4711	20.1569
102.497	53.478	20.3945
102.488	53.4849	20.6323
102.479	53.4918	20.8702
102.47	53.4987	21.1083
102.462	53.5055	21.3465
102.453	53.5124	21.5848
102.444	53.5193	21.8233
102.435	53.5262	22.062
102.426	53.5331	22.3008
102.417	53.54	22.5397
102.408	53.5468	22.7788
102.399	53.5537	23.018
102.39	53.5606	23.2574
102.381	53.5675	23.497
102.372	53.5743	23.7366
102.363	53.5812	23.9765
102.354	53.5881	24.2165
102.345	53.595	24.4566
102.336	53.6018	24.6968
102.327	53.6087	24.9373
102.318	53.6156	25.1778
102.309	53.6224	25.4185
102.3	53.6293	25.6594
102.291	53.6362	25.9004
102.283	53.643	26.1416
102.274	53.6499	26.3829
102.265	53.6567	26.6243
102.256	53.6636	26.8659
102.247	53.6705	27.1076
103.108	52.9995	4.48998
103.099	53.0065	4.72601
103.09	53.0134	4.9622
103.081	53.0204	5.19853
103.073	53.0273	5.43501
103.064	53.0343	5.67164
103.055	53.0412	5.90842
103.046	53.0482	6.14534
103.038	53.0551	6.38241
103.029	53.0621	6.61963
103.02	53.069	6.857
103.011	53.076	7.09452
103.002	53.0829	7.33218
102.994	53.0898	7.56999
102.985	53.0968	7.80795
102.976	53.1037	8.04606
102.967	53.1107	8.28431
102.959	53.1176	8.52271
102.95	53.1245	8.76126
102.941	53.1315	8.99996
102.932	53.1384	9.2388
102.923	53.1453	9.4778
102.915	53.1523	9.71694
102.906	53.1592	9.95622
102.897	53.1661	10.1957
102.888	53.1731	10.4352
102.879	53.18	10.675
102.871	53.1869	10.9149
102.862	53.1938	11.1549
102.853	53.2008	11.395
102.844	53.2077	11.6354
102.835	53.2146	11.8758
102.827	53.2215	12.1165
102.818	53.2284	12.3572
102.809	53.2353	12.5981
102.8	53.2423	12.8392
102.791	53.2492	13.0804
102.782	53.2561	13.3217
102.774	53.263	13.5632
102.765	53.2699	13.8049
102.756	53.2768	14.0467
102.747	53.2837	14.2886
102.738	53.2906	14.5307
102.729	53.2975	14.7729
102.721	53.3045	15.0153
102.712	53.3114	15.2579
102.703	53.3183	15.5005
102.694	53.3252	15.7434
102.685	53.3321	15.9863
102.676	53.339	16.2295
102.668	53.3459	16.4727
102.659	53.3528	16.7161
102.65	53.3596	16.9597
102.641	53.3665	17.2034
102.632	53.3734	17.4473
102.623	53.3803	17.6913
102.614	53.3872	17.9354
102.605	53.3941	18.1797
102.597	53.401	18.4241
102.588	53.4079	18.6687
102.579	53.4148	18.9135
102.57	53.4217	19.1584
102.561	53.4285	19.4034
102.552	53.4354	19.6486
102.543	53.4423	19.8939
102.534	53.4492	20.1394
103.256	52.8811	0.5
103.247	52.8881	0.741996
103.239	52.895	0.984139
103.23	52.902	1.22643
103.221	52.9089	1.46887
103.213	52.9159	1.71145
103.204	52.9228	1.95419
103.195	52.9298	2.19707
103.186	52.9367	2.4401
103.178	52.9437	2.68327
103.169	52.9506	2.9266
103.16	52.9576	3.17007
103.152	52.9645	3.41368
103.143	52.9715	3.65745
103.134	52.9784	3.90136
103.125	52.9854	4.14542
103.117	52.9923	4.38963
103.108	52.9993	4.63399
103.099	53.0062	4.87849
103.09	53.0131	5.12314
103.082	53.0201	5.36794
103.073	53.027	5.61288
103.064	53.034	5.85797
103.056	53.0409	6.10321
103.047	53.0478	6.34859
103.038	53.0548	6.59413
103.029	53.0617	6.83981
103.021	53.0686	7.08564
103.012	53.0755	7.33161
103.003	53.0825	7.57773
102.994	53.0894	7.824
102.986	53.0963	8.07042
102.977	53.1032	8.31698
102.968	53.1102	8.56369
102.959	53.1171	8.81055
102.95	53.124	9.05755
102.942	53.1309	9.3047
102.933	53.1378	9.552
102.924	53.1448	9.79944
102.915	53.1517	10.047
102.907	53.1586	10.2948
102.898	53.1655	10.5427
102.889	53.1724	10.7907
102.88	53.1793	11.0389
102.871	53.1862	11.2872
102.863	53.1931	11.5357
102.854	53.2001	11.7843
102.845	53.207	12.0331
102.836	53.2139	12.282
102.828	53.2208	12.531
103.256	52.8811	0.5
103.247	52.888	0.750453
103.239	52.895	1.00105
103.23	52.9019	1.2518
103.221	52.9089	1.5027
103.213	52.9158	1.75374
103.204	52.9228	2.00492
103.195	52.9297	2.25626
103.187	52.9366	2.50774
103.178	52.9436	2.75937
103.169	52.9505	3.01114
103.16	52.9574	3.26307
103.152	52.9644	3.51514
103.143	52.9713	3.76735
103.134	52.9782	4.01971
103.126	52.9851	4.27222
103.117	52.9921	4.52488
103.108	52.999	4.77768
94.1929	58.9974	62.1527
94.1811	59.0038	62.2908
94.1693	59.0102	62.429
94.1575	59.0166	62.5675
94.1457	59.0229	62.706
94.1339	59.0293	62.8448
94.1221	59.0357	62.9836
94.1103	59.0421	63.1227
94.0985	59.0485	63.2618
94.0867	59.0548	63.4012
94.0749	59.0612	63.5407
94.0631	59.0676	63.6803
94.0512	59.074	63.8201
94.0394	59.0803	63.96
94.0276	59.0867	64.1001
94.0157	59.0931	64.2404
94.0039	59.0994	64.3808
93.992	59.1058	64.5213
93.9802	59.1122	64.662
93.9683	59.1185	64.8029
93.9565	59.1249	64.9439
93.9446	59.1313	65.085
93.9328	59.1376	65.2263
93.9209	59.144	65.3678
93.909	59.1503	65.5094
93.8971	59.1567	65.6512
93.8853	59.1631	65.7931
93.8734	59.1694	65.9352
93.8615	59.1758	66.0774
93.8496	59.1821	66.2198
93.8377	59.1885	66.3623
93.8258	59.1948	66.505
93.8139	59.2012	66.6478
93.802	59.2075	66.7908
93.7901	59.2138	66.9339
93.7782	59.2202	67.0772
93.7663	59.2265	67.2206
93.7543	59.2329	67.3642
93.7424	59.2392	67.508
93.7305	59.2455	67.6519
93.7185	59.2519	67.7959
93.7066	59.2582	67.9401
93.6947	59.2645	68.0844
93.6827	59.2709	68.229
93.6708	59.2772	68.3736
93.6588	59.2835	68.5184
93.6469	59.2899	68.6634
93.6349	59.2962	68.8085
93.6229	59.3025	68.9537
93.611	59.3088	69.0992
93.599	59.3151	69.2447
93.587	59.3215	69.3904
93.575	59.3278	69.5363
93.563	59.3341	69.6823
93.5511	59.3404	69.8285
93.5391	59.3467	69.9748
93.5271	59.353	70.1213
93.5151	59.3594	70.2679
93.5031	59.3657	70.4147
93.4911	59.372	70.5616
93.479	59.3783	70.7087
93.467	59.3846	70.8559
93.455	59.3909	71.0033
93.443	59.3972	71.1509
93.4309	59.4035	71.2986
93.4189	59.4098	71.4464
93.4069	59.4161	71.5944
93.3948	59.4224	71.7425
93.3828	59.4287	71.8908
94.58	58.7856	65.2213
94.5683	58.792	65.363
94.5567	58.7984	65.5049
94.5451	58.8048	65.6469
94.5334	58.8113	65.7891
94.5218	58.8177	65.9314
94.5101	58.8241	66.0739
94.4985	58.8305	66.2165
94.4868	58.8369	66.3593
94.4752	58.8433	66.5022
94.4635	58.8497	66.6453
94.4518	58.8561	66.7886
94.4402	58.8625	66.932
94.4285	58.8689	67.0755
94.4168	58.8753	67.2192
94.4051	58.8817	67.3631
94.3935	58.8881	67.5071
94.3818	58.8945	67.6512
94.3701	58.9009	67.7955
94.3584	58.9073	67.94
94.3467	58.9137	68.0846
94.335	58.9201	68.2293
94.3233	58.9265	68.3742
94.3116	58.9329	68.5193
94.2998	58.9392	68.6645
94.2881	58.9456	68.8099
94.2764	58.952	68.9554
94.2647	58.9584	69.1011
94.2529	58.9648	69.2469
94.2412	58.9711	69.3929
94.2295	58.9775	69.539
94.2177	58.9839	69.6853
94.206	58.9903	69.8317
94.1942	58.9967	69.9783
94.1825	59.003	70.125
94.1707	59.0094	70.2719
94.159	59.0158	70.4189
94.1472	59.0221	70.5661
94.1354	59.0285	70.7135
94.1237	59.0349	70.861
94.1119	59.0412	71.0086
94.1001	59.0476	71.1564
94.0883	59.054	71.3044
94.0765	59.0603	71.4525
94.0647	59.0667	71.6007
94.053	59.073	71.7491
94.0412	59.0794	71.8977
94.0294	59.0857	72.0464
94.0175	59.0921	72.1952
94.0057	59.0985	72.3442
93.9939	59.1048	72.4934
93.9821	59.1112	72.6427
93.9703	59.1175	72.7922
93.9585	59.1238	72.9418
93.9466	59.1302	73.0915
93.9348	59.1365	73.2415
93.923	59.1429	73.3915
93.9111	59.1492	73.5417
93.8993	59.1556	73.6921
93.8874	59.1619	73.8426
93.8756	59.1682	73.9933
93.8637	59.1746	74.1441
93.8518	59.1809	74.2951
93.84	59.1872	74.4463
93.8281	59.1936	74.5975
93.8162	59.1999	74.749
93.8044	59.2062	74.9005
93.7925	59.2126	75.0523
93.7806	59.2189	75.2042
94.9504	58.5794	68.0395
94.9389	58.5858	68.1849
94.9274	58.5923	68.3306
94.9159	58.5987	68.4764
94.9044	58.6052	68.6223
94.8929	58.6116	68.7684
94.8814	58.618	68.9146
94.8699	58.6245	69.061
94.8584	58.6309	69.2076
94.8469	58.6373	69.3543
94.8354	58.6438	69.5011
94.8239	58.6502	69.6481
94.8124	58.6566	69.7953
94.8008	58.6631	69.9426
94.7893	58.6695	70.09
94.7778	58.6759	70.2376
94.7662	58.6823	70.3854
94.7547	58.6888	70.5333
94.7432	58.6952	70.6814
94.7316	58.7016	70.8296
94.7201	58.708	70.978
94.7085	58.7144	71.1265
94.6969	58.7208	71.2751
94.6854	58.7273	71.424
94.6738	58.7337	71.5729
94.6622	58.7401	71.7221
94.6507	58.7465	71.8713
94.6391	58.7529	72.0208
94.6275	58.7593	72.1704
94.6159	58.7657	72.3201
94.6044	58.7721	72.47
94.5928	58.7785	72.62
94.5812	58.7849	72.7702
94.5696	58.7913	72.9205
94.558	58.7977	73.071
94.5464	58.8041	73.2217
94.5347	58.8105	73.3724
94.5231	58.8169	73.5234
94.5115	58.8233	73.6745
94.4999	58.8297	73.8257
94.4883	58.8361	73.9771
94.4766	58.8425	74.1287
94.465	58.8489	74.2804
94.4534	58.8553	74.4322
94.4417	58.8617	74.5842
94.4301	58.868	74.7364
94.4184	58.8744	74.8887
94.4068	58.8808	75.0411
94.3951	58.8872	75.1938
94.3835	58.8936	75.3465
94.3718	58.9	75.4994
94.3602	58.9063	75.6525
94.3485	58.9127	75.8057
94.3368	58.9191	75.9591
94.3251	58.9255	76.1126
94.3134	58.9318	76.2663
94.3018	58.9382	76.4201
94.2901	58.9446	76.574
94.2784	58.9509	76.7282
94.2667	58.9573	76.8824
94.255	58.9637	77.0369
94.2433	58.97	77.1914
94.2316	58.9764	77.3462
94.2199	58.9827	77.501
94.2082	58.9891	77.6561
94.1964	58.9955	77.8112
94.1847	59.0018	77.9666
94.173	59.0082	78.1221
